canonical_universe_id,source_row_ids,player_id,player_name,normalized_name,position,nfl_team,age,age_source,player_type,availability_status,rank_source,dynasty_rank,rookie_rank,frozen_baseline_rank,candidate_rank,unified_display_rank,unified_display_rank_source,tier,tier_source,outcome_context,outcome_status,market_match_status,dp_1qb_value,dp_market_rank,nwr_vs_market_gap,data_quality_status,manual_review_flag,review_status,consolidation_status,consolidation_confidence,conflict_flags,caveats,source_layers,source_files,app_wiring_allowed,model_input_allowed
consolidated-barika_kpeenu-rb-rookie-barika_kpeenu-rb-39,rookie-barika_kpeenu-rb-39,,Barika Kpeenu,barika kpeenu,RB,needs_data,Not enough information,Not enough information,ROOKIE,rookie_pool,ROOKIE_RANK,,40,,,40,ROOKIE_RANK,Tier 4 - Manual Review Upside,Rookie HQ,Not enough information,MISSING,UNMATCHED,,,,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=manual_review; manual_question=Does Barika Kpeenu have a credible early-down, goal-line, or first-down role path? | manual review before draft use | No stable ID or exact name+position match; keep visible but require manual review. | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-8126,veteran-8126,8126,Wan'Dale Robinson,wandale robinson,WR,TEN,25.5,DynastyProcess display fallback,VETERAN,MY TEAM,FULL_DYNASTY_RANK,40,,,,40,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,1035,98.6,-58.6,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13325,rookie-13325,13325,Jordan Hudson,jordan hudson,WR,DAL,22.6,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,41,,,41,ROOKIE_RANK,Tier 4 - Manual Review Upside,Rookie HQ,Not enough information,MISSING,UNMATCHED,,,,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=soft_note; manual_question=Does Jordan Hudson have a credible target-earning path on his NFL depth chart, including route/separation evidence? | manual review before draft use | sleeper_match | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-7543,veteran-7543,7543,Travis Etienne,travis etienne,RB,NO,27.4,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,41,,,,41,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,3058,52.5,-11.5,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|partial_first_down_confidence_cap|rb_dynasty_age_curve_after_27_active|rb_age_window_caution_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need stronger first-down evidence or accept confidence cap. | rb dynasty age curve after 27 active | rb age window caution active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-12514,veteran-12514,12514,Emeka Egbuka,emeka egbuka,WR,TB,23.7,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,42,,,,42,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,5541,27.2,14.8,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13338,rookie-13338,13338,Kevin Coleman,kevin coleman,WR,MIA,22.8,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,42,,,42,ROOKIE_RANK,Tier 4 - Manual Review Upside,Rookie HQ,Not enough information,MISSING,MATCHED,31,248.1,-203.1,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=soft_note; manual_question=Is Kevin Coleman's feature-driven rank move (-16) supported by NFL team, role, and draft-capital context? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13409,rookie-13409,13409,Donaven Mcculley,donaven mcculley,WR,MIA,23.4,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,43,,,43,ROOKIE_RANK,Tier 4 - Manual Review Upside,Rookie HQ,Not enough information,MISSING,UNMATCHED,,,,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=soft_note; manual_question=Is Donaven Mcculley's feature-driven rank move (-19) supported by NFL team, role, and draft-capital context? | manual review before draft use | sleeper_match | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-8228,veteran-8228; frozen-8228,8228,Jaylen Warren,jaylen warren,RB,PIT,27.6,DynastyProcess display fallback,VETERAN,dropped_legal_draftable,FULL_DYNASTY_RANK,43,,54,44,43,FULL_DYNASTY_RANK,Tier 4 - Manual Review / Discount Only,Frozen Baseline,RB T12=30%; RB T24=53%,SUPPORTED,MATCHED,645,118.7,-93.7,MANUAL_REVIEW,true,REVIEW_NEEDED,CONSOLIDATED,HIGH,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|shifted_header_expected_player_header_inferred|rb_dynasty_age_curve_after_27_active|rb_age_window_caution_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | shifted header expected player header inferred | rb dynasty age curve after 27 active | rb age window caution active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate; veteran_trust_status=Capped Score; Tim/Master manual dropped-veterans source for first live-test candidate. Exact local identity match: Jaylen Warren. | Capped Score | sleeper_match; dynastyprocess_crosswalk_candidate | Frozen baseline/checkpoint row only.",Veteran Full Dynasty Layer; Frozen Baseline Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13826,rookie-13826,13826,Caullin Lacy,caullin lacy,WR,NYJ,24.5,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,44,,,44,ROOKIE_RANK,Tier 4 - Manual Review Upside,Rookie HQ,Not enough information,MISSING,UNMATCHED,,,,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=soft_note; manual_question=Does Caullin Lacy have a credible target-earning path on his NFL depth chart, including route/separation evidence? | manual review before draft use | sleeper_match | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-9487,veteran-9487,9487,Parker Washington,parker washington,WR,JAX,24.2,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,44,,,,44,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,888,105.1,-61.1,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|shifted_header_expected_player_header_inferred|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | shifted header expected player header inferred | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11604,veteran-11604,11604,Brock Bowers,brock bowers,TE,LV,23.5,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,45,,,,45,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,5515,27.4,17.6,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|no_premium_te_small_gap_cap|te_upper_band_guard_v2_elite_exception|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | no premium te small gap cap | te upper band guard v2 elite exception | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13333,rookie-13333,13333,Deion Burks,deion burks,WR,IND,23.5,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,45,,,45,ROOKIE_RANK,Tier 4 - Manual Review Upside,Rookie HQ,Not enough information,MISSING,MATCHED,7,314,-254,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=critical_trap_guard; manual_question=Does Deion Burks's NFL draft capital/role (round=8; pick=254; needs_data: nfl_depth_chart_target_earning_role) actually support rank 45, or is this production profile a trap? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-12527,veteran-12527,12527,Ashton Jeanty,ashton jeanty,RB,LV,22.5,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,46,,,,46,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,8243,10.3,35.7,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13356,rookie-13356,13356,Trebor Pena,trebor pena,WR,JAC,24.3,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,46,,,46,ROOKIE_RANK,Tier 4 - Manual Review Upside,Rookie HQ,Not enough information,MISSING,MATCHED,3,342.2,-294.2,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=soft_note; manual_question=Is Trebor Pena's feature-driven rank move (-15) supported by NFL team, role, and draft-capital context? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
